"","freq","treat","site","year","plot","cover","guild","sumcov","relcov","datacol","species.name"
"2680","CL3","RE","Elkhorn",2006,"1",9,"EAG",151,0.0596026490066225,"pt_intercept","Cynosurus echinatus"
"2681","CL3","RE","Elkhorn",2006,"2",4,"EAG",171,0.0233918128654971,"pt_intercept","Cynosurus echinatus"
"2682","CL3","RE","Elkhorn",2006,"3",1,"EAG",164,0.00609756097560976,"pt_intercept","Cynosurus echinatus"
"2683","Control","none","Elkhorn",2006,"1",2,"EAG",125,0.016,"pt_intercept","Cynosurus echinatus"
"2684","Control","none","Elkhorn",2006,"2",3,"EAG",96,0.03125,"pt_intercept","Cynosurus echinatus"
"2685","Grazed","none","Elkhorn",2006,"1",1,"EAG",125,0.008,"pt_intercept","Cynosurus echinatus"
"2686","Grazed","none","Elkhorn",2006,"3",1,"EAG",160,0.00625,"pt_intercept","Cynosurus echinatus"
"2687","CL1","LL","Elkhorn",2006,"1",53,"NPG",157,0.337579617834395,"pt_intercept","Danthonia californica"
"2688","CL1","LL","Elkhorn",2006,"2",54,"NPG",161,0.335403726708075,"pt_intercept","Danthonia californica"
"2689","CL1","LL","Elkhorn",2006,"3",69,"NPG",174,0.396551724137931,"pt_intercept","Danthonia californica"
"2690","CL1","RE","Elkhorn",2006,"1",33,"NPG",151,0.218543046357616,"pt_intercept","Danthonia californica"
"2691","CL1","RE","Elkhorn",2006,"2",49,"NPG",173,0.283236994219653,"pt_intercept","Danthonia californica"
"2692","CL1","RE","Elkhorn",2006,"3",57,"NPG",168,0.339285714285714,"pt_intercept","Danthonia californica"
"2693","CL2","LL","Elkhorn",2006,"1",68,"NPG",155,0.438709677419355,"pt_intercept","Danthonia californica"
"2694","CL2","LL","Elkhorn",2006,"2",61,"NPG",144,0.423611111111111,"pt_intercept","Danthonia californica"
"2695","CL2","LL","Elkhorn",2006,"3",65,"NPG",124,0.524193548387097,"pt_intercept","Danthonia californica"
"2696","CL2","RE","Elkhorn",2006,"1",54,"NPG",157,0.343949044585987,"pt_intercept","Danthonia californica"
"2697","CL2","RE","Elkhorn",2006,"2",73,"NPG",175,0.417142857142857,"pt_intercept","Danthonia californica"
"2698","CL2","RE","Elkhorn",2006,"3",74,"NPG",187,0.39572192513369,"pt_intercept","Danthonia californica"
"2699","CL3","LL","Elkhorn",2006,"1",58,"NPG",169,0.343195266272189,"pt_intercept","Danthonia californica"
"2700","CL3","LL","Elkhorn",2006,"2",62,"NPG",146,0.424657534246575,"pt_intercept","Danthonia californica"
"2701","CL3","LL","Elkhorn",2006,"3",73,"NPG",140,0.521428571428571,"pt_intercept","Danthonia californica"
"2702","CL3","RE","Elkhorn",2006,"1",66,"NPG",151,0.437086092715232,"pt_intercept","Danthonia californica"
"2703","CL3","RE","Elkhorn",2006,"2",59,"NPG",171,0.345029239766082,"pt_intercept","Danthonia californica"
"2704","CL3","RE","Elkhorn",2006,"3",58,"NPG",164,0.353658536585366,"pt_intercept","Danthonia californica"
"2705","Control","none","Elkhorn",2006,"2",2,"NPG",96,0.0208333333333333,"pt_intercept","Danthonia californica"
"2706","Control","none","Elkhorn",2006,"3",5,"NPG",101,0.0495049504950495,"pt_intercept","Danthonia californica"
"2707","Grazed","none","Elkhorn",2006,"1",31,"NPG",125,0.248,"pt_intercept","Danthonia californica"
"2708","Grazed","none","Elkhorn",2006,"2",19,"NPG",154,0.123376623376623,"pt_intercept","Danthonia californica"
"2709","Grazed","none","Elkhorn",2006,"3",39,"NPG",160,0.24375,"pt_intercept","Danthonia californica"
"2710","CL1","RE","Elkhorn",2006,"2",12,"NPGr",173,0.069364161849711,"pt_intercept","Eleocharis macrostachya"
"2711","CL3","LL","Elkhorn",2006,"2",1,"NPGr",146,0.00684931506849315,"pt_intercept","Eleocharis macrostachya"
"2712","CL3","RE","Elkhorn",2006,"1",2,"NPGr",151,0.0132450331125828,"pt_intercept","Eleocharis macrostachya"
"2713","CL1","LL","Elkhorn",2006,"1",1,"EAF",157,0.00636942675159236,"pt_intercept","Erodium botrys"
"2714","CL1","LL","Elkhorn",2006,"2",1,"EAF",161,0.0062111801242236,"pt_intercept","Erodium botrys"
"2715","CL1","LL","Elkhorn",2006,"3",4,"EAF",174,0.0229885057471264,"pt_intercept","Erodium botrys"
"2716","CL1","RE","Elkhorn",2006,"1",13,"EAF",151,0.0860927152317881,"pt_intercept","Erodium botrys"
"2717","CL1","RE","Elkhorn",2006,"2",7,"EAF",173,0.0404624277456647,"pt_intercept","Erodium botrys"
"2718","CL1","RE","Elkhorn",2006,"3",10,"EAF",168,0.0595238095238095,"pt_intercept","Erodium botrys"
"2719","CL2","LL","Elkhorn",2006,"1",1,"EAF",155,0.00645161290322581,"pt_intercept","Erodium botrys"
"2720","CL2","LL","Elkhorn",2006,"2",4,"EAF",144,0.0277777777777778,"pt_intercept","Erodium botrys"
"2721","CL2","RE","Elkhorn",2006,"1",8,"EAF",157,0.0509554140127389,"pt_intercept","Erodium botrys"
"2722","CL2","RE","Elkhorn",2006,"2",5,"EAF",175,0.0285714285714286,"pt_intercept","Erodium botrys"
"2723","CL2","RE","Elkhorn",2006,"3",17,"EAF",187,0.0909090909090909,"pt_intercept","Erodium botrys"
"2724","CL3","LL","Elkhorn",2006,"1",6,"EAF",169,0.0355029585798817,"pt_intercept","Erodium botrys"
"2725","CL3","LL","Elkhorn",2006,"2",2,"EAF",146,0.0136986301369863,"pt_intercept","Erodium botrys"
"2726","CL3","LL","Elkhorn",2006,"3",2,"EAF",140,0.0142857142857143,"pt_intercept","Erodium botrys"
"2727","CL3","RE","Elkhorn",2006,"1",1,"EAF",151,0.00662251655629139,"pt_intercept","Erodium botrys"
"2728","CL3","RE","Elkhorn",2006,"2",10,"EAF",171,0.0584795321637427,"pt_intercept","Erodium botrys"
"2729","CL3","RE","Elkhorn",2006,"3",2,"EAF",164,0.0121951219512195,"pt_intercept","Erodium botrys"
"2730","Control","none","Elkhorn",2006,"1",2,"EAF",125,0.016,"pt_intercept","Erodium botrys"
"2731","Control","none","Elkhorn",2006,"2",7,"EAF",96,0.0729166666666667,"pt_intercept","Erodium botrys"
"2732","Control","none","Elkhorn",2006,"3",1,"EAF",101,0.0099009900990099,"pt_intercept","Erodium botrys"
"2733","Grazed","none","Elkhorn",2006,"1",3,"EAF",125,0.024,"pt_intercept","Erodium botrys"
"2734","Grazed","none","Elkhorn",2006,"2",4,"EAF",154,0.025974025974026,"pt_intercept","Erodium botrys"
"2735","CL1","LL","Elkhorn",2006,"3",1,"EAF",174,0.00574712643678161,"pt_intercept","Geranium dissectum"
"2736","CL1","RE","Elkhorn",2006,"1",10,"EAF",151,0.0662251655629139,"pt_intercept","Geranium dissectum"
"2737","CL1","RE","Elkhorn",2006,"2",4,"EAF",173,0.023121387283237,"pt_intercept","Geranium dissectum"
"2738","CL2","LL","Elkhorn",2006,"3",1,"EAF",124,0.00806451612903226,"pt_intercept","Geranium dissectum"
"2739","CL2","RE","Elkhorn",2006,"1",10,"EAF",157,0.0636942675159236,"pt_intercept","Geranium dissectum"
"2740","CL2","RE","Elkhorn",2006,"2",2,"EAF",175,0.0114285714285714,"pt_intercept","Geranium dissectum"
"2741","CL3","LL","Elkhorn",2006,"1",6,"EAF",169,0.0355029585798817,"pt_intercept","Geranium dissectum"
"2742","CL3","RE","Elkhorn",2006,"2",3,"EAF",171,0.0175438596491228,"pt_intercept","Geranium dissectum"
"2743","Control","none","Elkhorn",2006,"1",6,"EAF",125,0.048,"pt_intercept","Geranium dissectum"
"2744","Control","none","Elkhorn",2006,"2",7,"EAF",96,0.0729166666666667,"pt_intercept","Geranium dissectum"
"2745","Control","none","Elkhorn",2006,"3",14,"EAF",101,0.138613861386139,"pt_intercept","Geranium dissectum"
"2746","Grazed","none","Elkhorn",2006,"1",5,"EAF",125,0.04,"pt_intercept","Geranium dissectum"
"2747","Grazed","none","Elkhorn",2006,"2",8,"EAF",154,0.051948051948052,"pt_intercept","Geranium dissectum"
"2748","Grazed","none","Elkhorn",2006,"3",2,"EAF",160,0.0125,"pt_intercept","Geranium dissectum"
"2749","CL2","RE","Elkhorn",2006,"2",16,"EAF",175,0.0914285714285714,"pt_intercept","Hypochaeris glabra"
"2750","CL1","RE","Elkhorn",2006,"1",9,"NPGr",151,0.0596026490066225,"pt_intercept","Juncus phaeocephalus"
"2751","CL1","RE","Elkhorn",2006,"2",8,"NPGr",173,0.046242774566474,"pt_intercept","Juncus phaeocephalus"
"2752","CL2","RE","Elkhorn",2006,"1",4,"NPGr",157,0.0254777070063694,"pt_intercept","Juncus phaeocephalus"
"2753","CL1","LL","Elkhorn",2006,"1",1,"EAG",157,0.00636942675159236,"pt_intercept","Festuca perennis"
"2754","CL2","LL","Elkhorn",2006,"1",2,"EAG",155,0.0129032258064516,"pt_intercept","Festuca perennis"
"2755","CL2","LL","Elkhorn",2006,"3",4,"EAG",124,0.032258064516129,"pt_intercept","Festuca perennis"
"2756","CL2","RE","Elkhorn",2006,"1",4,"EAG",157,0.0254777070063694,"pt_intercept","Festuca perennis"
"2757","CL3","LL","Elkhorn",2006,"1",1,"EAG",169,0.00591715976331361,"pt_intercept","Festuca perennis"
"2758","CL3","RE","Elkhorn",2006,"2",2,"EAG",171,0.0116959064327485,"pt_intercept","Festuca perennis"
"2759","CL3","RE","Elkhorn",2006,"3",2,"EAG",164,0.0121951219512195,"pt_intercept","Festuca perennis"
"2760","Control","none","Elkhorn",2006,"1",26,"EAG",125,0.208,"pt_intercept","Festuca perennis"
"2761","Control","none","Elkhorn",2006,"2",21,"EAG",96,0.21875,"pt_intercept","Festuca perennis"
"2762","Control","none","Elkhorn",2006,"3",30,"EAG",101,0.297029702970297,"pt_intercept","Festuca perennis"
"2763","Grazed","none","Elkhorn",2006,"1",37,"EAG",125,0.296,"pt_intercept","Festuca perennis"
"2764","Grazed","none","Elkhorn",2006,"2",36,"EAG",154,0.233766233766234,"pt_intercept","Festuca perennis"
"2765","Grazed","none","Elkhorn",2006,"3",24,"EAG",160,0.15,"pt_intercept","Festuca perennis"
"2766","CL3","RE","Elkhorn",2006,"2",11,"EPG",171,0.064327485380117,"pt_intercept","Phalaris aquatica"
"2767","CL1","LL","Elkhorn",2006,"1",2,"EPF",157,0.0127388535031847,"pt_intercept","Plantago lanceolata"
"2768","CL1","LL","Elkhorn",2006,"2",6,"EPF",161,0.0372670807453416,"pt_intercept","Plantago lanceolata"
"2769","CL1","LL","Elkhorn",2006,"3",3,"EPF",174,0.0172413793103448,"pt_intercept","Plantago lanceolata"
"2770","CL1","RE","Elkhorn",2006,"1",2,"EPF",151,0.0132450331125828,"pt_intercept","Plantago lanceolata"
"2771","CL1","RE","Elkhorn",2006,"2",4,"EPF",173,0.023121387283237,"pt_intercept","Plantago lanceolata"
"2772","CL1","RE","Elkhorn",2006,"3",13,"EPF",168,0.0773809523809524,"pt_intercept","Plantago lanceolata"
"2773","CL2","LL","Elkhorn",2006,"1",5,"EPF",155,0.032258064516129,"pt_intercept","Plantago lanceolata"
"2774","CL2","LL","Elkhorn",2006,"3",1,"EPF",124,0.00806451612903226,"pt_intercept","Plantago lanceolata"
"2775","CL2","RE","Elkhorn",2006,"1",4,"EPF",157,0.0254777070063694,"pt_intercept","Plantago lanceolata"
"2776","CL2","RE","Elkhorn",2006,"2",6,"EPF",175,0.0342857142857143,"pt_intercept","Plantago lanceolata"
"2777","CL3","LL","Elkhorn",2006,"2",3,"EPF",146,0.0205479452054795,"pt_intercept","Plantago lanceolata"
"2778","CL3","RE","Elkhorn",2006,"2",2,"EPF",171,0.0116959064327485,"pt_intercept","Plantago lanceolata"
"2779","Grazed","none","Elkhorn",2006,"1",1,"EPF",125,0.008,"pt_intercept","Plantago lanceolata"
"2780","Grazed","none","Elkhorn",2006,"3",1,"EPF",160,0.00625,"pt_intercept","Plantago lanceolata"
"2781","CL3","LL","Elkhorn",2006,"3",1,"EAG",140,0.00714285714285714,"pt_intercept","Poa annua"
"2782","CL3","RE","Elkhorn",2006,"2",1,"EAG",171,0.00584795321637427,"pt_intercept","Poa annua"
"2783","CL1","LL","Elkhorn",2006,"1",5,"EPF",157,0.0318471337579618,"pt_intercept","Rumex acetosella"
"2784","CL1","RE","Elkhorn",2006,"1",7,"EPF",151,0.0463576158940397,"pt_intercept","Rumex acetosella"
"2785","CL2","LL","Elkhorn",2006,"1",2,"EPF",155,0.0129032258064516,"pt_intercept","Rumex acetosella"
"2786","CL2","RE","Elkhorn",2006,"1",10,"EPF",157,0.0636942675159236,"pt_intercept","Rumex acetosella"
"2787","CL3","RE","Elkhorn",2006,"1",2,"EPF",151,0.0132450331125828,"pt_intercept","Rumex acetosella"
"2788","Control","none","Elkhorn",2006,"1",5,"EPF",125,0.04,"pt_intercept","Rumex acetosella"
"2789","Control","none","Elkhorn",2006,"2",15,"EPF",96,0.15625,"pt_intercept","Rumex acetosella"
"2790","CL1","LL","Elkhorn",2006,"2",19,"NAGr",161,0.118012422360248,"pt_intercept","Isolepis carinata"
"2791","CL1","LL","Elkhorn",2006,"3",45,"NAGr",174,0.258620689655172,"pt_intercept","Isolepis carinata"
"2792","CL1","RE","Elkhorn",2006,"1",30,"NAGr",151,0.198675496688742,"pt_intercept","Isolepis carinata"
"2793","CL1","RE","Elkhorn",2006,"2",25,"NAGr",173,0.144508670520231,"pt_intercept","Isolepis carinata"
"2794","CL1","RE","Elkhorn",2006,"3",21,"NAGr",168,0.125,"pt_intercept","Isolepis carinata"
"2795","CL2","LL","Elkhorn",2006,"1",14,"NAGr",155,0.0903225806451613,"pt_intercept","Isolepis carinata"
"2796","CL2","LL","Elkhorn",2006,"2",8,"NAGr",144,0.0555555555555556,"pt_intercept","Isolepis carinata"
"2797","CL2","LL","Elkhorn",2006,"3",2,"NAGr",124,0.0161290322580645,"pt_intercept","Isolepis carinata"
"2798","CL2","RE","Elkhorn",2006,"1",2,"NAGr",157,0.0127388535031847,"pt_intercept","Isolepis carinata"
"2799","CL2","RE","Elkhorn",2006,"2",26,"NAGr",175,0.148571428571429,"pt_intercept","Isolepis carinata"
"2800","CL2","RE","Elkhorn",2006,"3",43,"NAGr",187,0.229946524064171,"pt_intercept","Isolepis carinata"
"2801","CL3","LL","Elkhorn",2006,"1",25,"NAGr",169,0.14792899408284,"pt_intercept","Isolepis carinata"
"2802","CL3","LL","Elkhorn",2006,"2",39,"NAGr",146,0.267123287671233,"pt_intercept","Isolepis carinata"
"2803","CL3","LL","Elkhorn",2006,"3",52,"NAGr",140,0.371428571428571,"pt_intercept","Isolepis carinata"
"2804","CL3","RE","Elkhorn",2006,"1",10,"NAGr",151,0.0662251655629139,"pt_intercept","Isolepis carinata"
"2805","CL3","RE","Elkhorn",2006,"2",22,"NAGr",171,0.128654970760234,"pt_intercept","Isolepis carinata"
"2806","CL3","RE","Elkhorn",2006,"3",72,"NAGr",164,0.439024390243902,"pt_intercept","Isolepis carinata"
"2807","Grazed","none","Elkhorn",2006,"1",3,"NAGr",125,0.024,"pt_intercept","Isolepis carinata"
"2808","Grazed","none","Elkhorn",2006,"3",12,"NAGr",160,0.075,"pt_intercept","Isolepis carinata"
"2809","CL2","LL","Elkhorn",2006,"2",1,"NAF",144,0.00694444444444444,"pt_intercept","Stellaria nitens"
"2810","CL2","LL","Elkhorn",2006,"3",1,"EAF",124,0.00806451612903226,"pt_intercept","Trifolium angustifolium"
"2811","CL1","LL","Elkhorn",2006,"2",1,"EAF",161,0.0062111801242236,"pt_intercept","Trifolium dubium"
"2812","CL1","LL","Elkhorn",2006,"3",5,"EAF",174,0.028735632183908,"pt_intercept","Trifolium dubium"
"2813","CL2","LL","Elkhorn",2006,"1",4,"EAF",155,0.0258064516129032,"pt_intercept","Trifolium dubium"
"2814","CL2","LL","Elkhorn",2006,"2",2,"EAF",144,0.0138888888888889,"pt_intercept","Trifolium dubium"
"2815","CL2","LL","Elkhorn",2006,"3",5,"EAF",124,0.0403225806451613,"pt_intercept","Trifolium dubium"
"2816","CL2","RE","Elkhorn",2006,"2",7,"EAF",175,0.04,"pt_intercept","Trifolium dubium"
"2817","CL2","RE","Elkhorn",2006,"3",4,"EAF",187,0.0213903743315508,"pt_intercept","Trifolium dubium"
"2818","CL3","LL","Elkhorn",2006,"1",4,"EAF",169,0.0236686390532544,"pt_intercept","Trifolium dubium"
"2819","CL3","LL","Elkhorn",2006,"3",1,"EAF",140,0.00714285714285714,"pt_intercept","Trifolium dubium"
"2820","CL3","RE","Elkhorn",2006,"1",2,"EAF",151,0.0132450331125828,"pt_intercept","Trifolium dubium"
"2821","CL3","RE","Elkhorn",2006,"3",2,"EAF",164,0.0121951219512195,"pt_intercept","Trifolium dubium"
"2822","Grazed","none","Elkhorn",2006,"2",2,"EAF",154,0.012987012987013,"pt_intercept","Trifolium dubium"
"2823","Grazed","none","Elkhorn",2006,"3",1,"EAF",160,0.00625,"pt_intercept","Trifolium dubium"
"2824","CL1","LL","Elkhorn",2006,"2",2,"EAF",161,0.0124223602484472,"pt_intercept","Trifolium subterraneum"
"2825","CL1","RE","Elkhorn",2006,"1",3,"EAF",151,0.0198675496688742,"pt_intercept","Trifolium subterraneum"
"2826","CL1","RE","Elkhorn",2006,"2",8,"EAF",173,0.046242774566474,"pt_intercept","Trifolium subterraneum"
"2827","CL1","RE","Elkhorn",2006,"3",7,"EAF",168,0.0416666666666667,"pt_intercept","Trifolium subterraneum"
"2828","CL2","LL","Elkhorn",2006,"2",6,"EAF",144,0.0416666666666667,"pt_intercept","Trifolium subterraneum"
"2829","CL2","LL","Elkhorn",2006,"3",2,"EAF",124,0.0161290322580645,"pt_intercept","Trifolium subterraneum"
"2830","CL2","RE","Elkhorn",2006,"1",17,"EAF",157,0.10828025477707,"pt_intercept","Trifolium subterraneum"
"2831","CL2","RE","Elkhorn",2006,"2",1,"EAF",175,0.00571428571428571,"pt_intercept","Trifolium subterraneum"
"2832","CL2","RE","Elkhorn",2006,"3",3,"EAF",187,0.0160427807486631,"pt_intercept","Trifolium subterraneum"
"2833","CL3","LL","Elkhorn",2006,"1",10,"EAF",169,0.0591715976331361,"pt_intercept","Trifolium subterraneum"
"2834","CL3","LL","Elkhorn",2006,"2",12,"EAF",146,0.0821917808219178,"pt_intercept","Trifolium subterraneum"
"2835","CL3","LL","Elkhorn",2006,"3",5,"EAF",140,0.0357142857142857,"pt_intercept","Trifolium subterraneum"
"2836","CL3","RE","Elkhorn",2006,"1",8,"EAF",151,0.0529801324503311,"pt_intercept","Trifolium subterraneum"
"2837","CL3","RE","Elkhorn",2006,"2",14,"EAF",171,0.0818713450292398,"pt_intercept","Trifolium subterraneum"
"2838","CL3","RE","Elkhorn",2006,"3",8,"EAF",164,0.0487804878048781,"pt_intercept","Trifolium subterraneum"
"2839","Grazed","none","Elkhorn",2006,"1",1,"EAF",125,0.008,"pt_intercept","Trifolium subterraneum"
"2840","Grazed","none","Elkhorn",2006,"2",3,"EAF",154,0.0194805194805195,"pt_intercept","Trifolium subterraneum"
"2841","Grazed","none","Elkhorn",2006,"3",3,"EAF",160,0.01875,"pt_intercept","Trifolium subterraneum"
"2842","CL1","LL","Elkhorn",2006,"1",84,"EAG",157,0.535031847133758,"pt_intercept","Vulpia myuros"
"2843","CL1","LL","Elkhorn",2006,"2",70,"EAG",161,0.434782608695652,"pt_intercept","Vulpia myuros"
"2844","CL1","LL","Elkhorn",2006,"3",35,"EAG",174,0.201149425287356,"pt_intercept","Vulpia myuros"
"2845","CL1","RE","Elkhorn",2006,"1",43,"EAG",151,0.28476821192053,"pt_intercept","Vulpia myuros"
"2846","CL1","RE","Elkhorn",2006,"2",55,"EAG",173,0.317919075144509,"pt_intercept","Vulpia myuros"
"2847","CL1","RE","Elkhorn",2006,"3",60,"EAG",168,0.357142857142857,"pt_intercept","Vulpia myuros"
"2848","CL2","LL","Elkhorn",2006,"1",44,"EAG",155,0.283870967741935,"pt_intercept","Vulpia myuros"
"2849","CL2","LL","Elkhorn",2006,"2",44,"EAG",144,0.305555555555556,"pt_intercept","Vulpia myuros"
"2850","CL2","LL","Elkhorn",2006,"3",28,"EAG",124,0.225806451612903,"pt_intercept","Vulpia myuros"
"2851","CL2","RE","Elkhorn",2006,"1",27,"EAG",157,0.171974522292994,"pt_intercept","Vulpia myuros"
"2852","CL2","RE","Elkhorn",2006,"2",17,"EAG",175,0.0971428571428571,"pt_intercept","Vulpia myuros"
"2853","CL2","RE","Elkhorn",2006,"3",27,"EAG",187,0.144385026737968,"pt_intercept","Vulpia myuros"
"2854","CL3","LL","Elkhorn",2006,"1",33,"EAG",169,0.195266272189349,"pt_intercept","Vulpia myuros"
"2855","CL3","LL","Elkhorn",2006,"2",16,"EAG",146,0.10958904109589,"pt_intercept","Vulpia myuros"
"2856","CL3","LL","Elkhorn",2006,"3",2,"EAG",140,0.0142857142857143,"pt_intercept","Vulpia myuros"
"2857","CL3","RE","Elkhorn",2006,"1",49,"EAG",151,0.324503311258278,"pt_intercept","Vulpia myuros"
"2858","CL3","RE","Elkhorn",2006,"2",33,"EAG",171,0.192982456140351,"pt_intercept","Vulpia myuros"
"2859","CL3","RE","Elkhorn",2006,"3",2,"EAG",164,0.0121951219512195,"pt_intercept","Vulpia myuros"
"2860","Control","none","Elkhorn",2006,"1",65,"EAG",125,0.52,"pt_intercept","Vulpia myuros"
"2861","Control","none","Elkhorn",2006,"2",39,"EAG",96,0.40625,"pt_intercept","Vulpia myuros"
"2862","Control","none","Elkhorn",2006,"3",38,"EAG",101,0.376237623762376,"pt_intercept","Vulpia myuros"
"2863","Grazed","none","Elkhorn",2006,"1",41,"EAG",125,0.328,"pt_intercept","Vulpia myuros"
"2864","Grazed","none","Elkhorn",2006,"2",65,"EAG",154,0.422077922077922,"pt_intercept","Vulpia myuros"
"2865","Grazed","none","Elkhorn",2006,"3",73,"EAG",160,0.45625,"pt_intercept","Vulpia myuros"
"2866","Grazed","none","Elkhorn",2007,"4",1,"EAG",125,0.008,"pt_intercept","Avena barbata"
"2867","Control","none","Elkhorn",2007,"3",1,"EAG",133,0.0075187969924812,"pt_intercept","Briza minor"
"2868","Control","none","Elkhorn",2007,"2",3,"EAG",125,0.024,"pt_intercept","Bromus diandrus"
"2869","Control","none","Elkhorn",2007,"3",1,"EAG",133,0.0075187969924812,"pt_intercept","Bromus diandrus"
"2870","Grazed","none","Elkhorn",2007,"1",11,"EAG",122,0.0901639344262295,"pt_intercept","Bromus diandrus"
"2871","Grazed","none","Elkhorn",2007,"2",2,"EAG",130,0.0153846153846154,"pt_intercept","Bromus diandrus"
"2872","Grazed","none","Elkhorn",2007,"3",3,"EAG",132,0.0227272727272727,"pt_intercept","Bromus diandrus"
"2873","Grazed","none","Elkhorn",2007,"4",5,"EAG",125,0.04,"pt_intercept","Bromus diandrus"
"2874","Grazed","none","Elkhorn",2007,"5",7,"EAG",99,0.0707070707070707,"pt_intercept","Bromus diandrus"
"2875","Grazed","none","Elkhorn",2007,"6",8,"EAG",125,0.064,"pt_intercept","Bromus diandrus"
"2876","Control","none","Elkhorn",2007,"1",5,"EAG",126,0.0396825396825397,"pt_intercept","Bromus hordeaceus"
"2877","Control","none","Elkhorn",2007,"1",10,"EPF",126,0.0793650793650794,"pt_intercept","Silybum marianum"
"2878","Control","none","Elkhorn",2007,"2",6,"NPG",125,0.048,"pt_intercept","Danthonia californica"
"2879","Control","none","Elkhorn",2007,"3",1,"NPG",133,0.0075187969924812,"pt_intercept","Danthonia californica"
"2880","Grazed","none","Elkhorn",2007,"1",12,"NPG",122,0.0983606557377049,"pt_intercept","Danthonia californica"
"2881","Grazed","none","Elkhorn",2007,"2",39,"NPG",130,0.3,"pt_intercept","Danthonia californica"
"2882","Grazed","none","Elkhorn",2007,"3",47,"NPG",132,0.356060606060606,"pt_intercept","Danthonia californica"
"2883","Grazed","none","Elkhorn",2007,"4",24,"NPG",125,0.192,"pt_intercept","Danthonia californica"
"2884","Grazed","none","Elkhorn",2007,"5",33,"NPG",99,0.333333333333333,"pt_intercept","Danthonia californica"
"2885","Grazed","none","Elkhorn",2007,"6",24,"NPG",125,0.192,"pt_intercept","Danthonia californica"
"2886","Control","none","Elkhorn",2007,"1",17,"EAF",126,0.134920634920635,"pt_intercept","Erodium botrys"
"2887","Control","none","Elkhorn",2007,"2",1,"EAF",125,0.008,"pt_intercept","Erodium botrys"
"2888","Control","none","Elkhorn",2007,"3",29,"EAF",133,0.218045112781955,"pt_intercept","Erodium botrys"
"2889","Grazed","none","Elkhorn",2007,"1",13,"EAF",122,0.10655737704918,"pt_intercept","Erodium botrys"
"2890","Grazed","none","Elkhorn",2007,"2",11,"EAF",130,0.0846153846153846,"pt_intercept","Erodium botrys"
"2891","Grazed","none","Elkhorn",2007,"3",5,"EAF",132,0.0378787878787879,"pt_intercept","Erodium botrys"
"2892","Grazed","none","Elkhorn",2007,"4",5,"EAF",125,0.04,"pt_intercept","Erodium botrys"
"2893","Grazed","none","Elkhorn",2007,"5",5,"EAF",99,0.0505050505050505,"pt_intercept","Erodium botrys"
"2894","Grazed","none","Elkhorn",2007,"6",10,"EAF",125,0.08,"pt_intercept","Erodium botrys"
"2895","Control","none","Elkhorn",2007,"1",3,"EAF",126,0.0238095238095238,"pt_intercept","Geranium dissectum"
"2896","Control","none","Elkhorn",2007,"2",1,"EAF",125,0.008,"pt_intercept","Geranium dissectum"
"2897","Control","none","Elkhorn",2007,"3",3,"EAF",133,0.0225563909774436,"pt_intercept","Geranium dissectum"
"2898","Grazed","none","Elkhorn",2007,"1",3,"EAF",122,0.0245901639344262,"pt_intercept","Geranium dissectum"
"2899","Grazed","none","Elkhorn",2007,"4",1,"EAF",125,0.008,"pt_intercept","Geranium dissectum"
"2900","Grazed","none","Elkhorn",2007,"5",1,"EAF",99,0.0101010101010101,"pt_intercept","Geranium dissectum"
"2901","Control","none","Elkhorn",2007,"2",3,"NPGr",125,0.024,"pt_intercept","Juncus phaeocephalus"
"2902","Control","none","Elkhorn",2007,"1",4,"EAG",126,0.0317460317460317,"pt_intercept","Festuca perennis"
"2903","Control","none","Elkhorn",2007,"2",12,"EAG",125,0.096,"pt_intercept","Festuca perennis"
"2904","Control","none","Elkhorn",2007,"3",22,"EAG",133,0.165413533834586,"pt_intercept","Festuca perennis"
"2905","Grazed","none","Elkhorn",2007,"1",10,"EAG",122,0.0819672131147541,"pt_intercept","Festuca perennis"
"2906","Grazed","none","Elkhorn",2007,"2",5,"EAG",130,0.0384615384615385,"pt_intercept","Festuca perennis"
"2907","Grazed","none","Elkhorn",2007,"4",15,"EAG",125,0.12,"pt_intercept","Festuca perennis"
"2908","Grazed","none","Elkhorn",2007,"5",18,"EAG",99,0.181818181818182,"pt_intercept","Festuca perennis"
"2909","Grazed","none","Elkhorn",2007,"6",6,"EAG",125,0.048,"pt_intercept","Festuca perennis"
"2910","Grazed","none","Elkhorn",2007,"6",11,"EPG",125,0.088,"pt_intercept","Phalaris aquatica"
"2911","Grazed","none","Elkhorn",2007,"3",1,"EPF",132,0.00757575757575758,"pt_intercept","Plantago lanceolata"
"2912","Grazed","none","Elkhorn",2007,"4",1,"EPF",125,0.008,"pt_intercept","Plantago lanceolata"
"2913","Grazed","none","Elkhorn",2007,"6",2,"EPF",125,0.016,"pt_intercept","Plantago lanceolata"
"2914","Control","none","Elkhorn",2007,"1",10,"EPF",126,0.0793650793650794,"pt_intercept","Rumex acetosella"
"2915","Control","none","Elkhorn",2007,"2",14,"EPF",125,0.112,"pt_intercept","Rumex acetosella"
"2916","Grazed","none","Elkhorn",2007,"1",1,"EPF",122,0.00819672131147541,"pt_intercept","Rumex acetosella"
"2917","Grazed","none","Elkhorn",2007,"6",1,"EPF",125,0.008,"pt_intercept","Rumex acetosella"
