"","freq","treat","rep","year","species.name","intercepts","guild","site"
"46","3x clip","RE",3,1999,"Geranium dissectum",1,"EAF","UCSC"
"47","3x clip","SD",1,1999,"Geranium dissectum",4,"EAF","UCSC"
"48","3x clip","SD",2,1999,"Geranium dissectum",3,"EAF","UCSC"
"49","3x clip","SD",3,1999,"Geranium dissectum",8,"EAF","UCSC"
"50","Control","no",1,1999,"Geranium dissectum",5,"EAF","UCSC"
"51","Control","no",2,1999,"Geranium dissectum",2,"EAF","UCSC"
"52","Control","no",3,1999,"Geranium dissectum",19,"EAF","UCSC"
"53","Grazed","no",1,1999,"Geranium dissectum",2,"EAF","UCSC"
"54","Grazed","no",3,1999,"Geranium dissectum",2,"EAF","UCSC"
"55","Grazed","no",2,1999,"Geranium dissectum",5,"EAF","UCSC"
"56","2x clip","SD",1,1999,"Brassica species",7,"EAF","UCSC"
"57","3x clip","LL",1,1999,"Brassica species",4,"EAF","UCSC"
"58","3x clip","RE",1,1999,"Brassica species",5,"EAF","UCSC"
"59","Control","no",3,1999,"Brassica species",1,"EAF","UCSC"
"60","Grazed","no",3,1999,"Brassica species",3,"EAF","UCSC"
"61","Grazed","no",2,1999,"Brassica species",1,"EAF","UCSC"
"62","1x clip","LL",1,1999,"Hypochaeris radicata",1,"EPF","UCSC"
"63","2x clip","SD",1,1999,"Hypochaeris radicata",1,"EPF","UCSC"
"64","3x clip","LL",1,1999,"Hypochaeris radicata",1,"EPF","UCSC"
"65","Control","no",1,1999,"Hypochaeris radicata",1,"EPF","UCSC"
"66","Grazed","no",2,1999,"Hypochaeris radicata",3,"EPF","UCSC"
"67","1x clip","LL",1,1999,"Plantago lanceolata",55,"EPF","UCSC"
"68","1x clip","LL",2,1999,"Plantago lanceolata",6,"EPF","UCSC"
"69","1x clip","LL",3,1999,"Plantago lanceolata",5,"EPF","UCSC"
"70","1x clip","RE",1,1999,"Plantago lanceolata",36,"EPF","UCSC"
"71","1x clip","RE",2,1999,"Plantago lanceolata",18,"EPF","UCSC"
"72","1x clip","RE",3,1999,"Plantago lanceolata",36,"EPF","UCSC"
"73","1x clip","SD",1,1999,"Plantago lanceolata",34,"EPF","UCSC"
"74","1x clip","SD",2,1999,"Plantago lanceolata",18,"EPF","UCSC"
"75","1x clip","SD",3,1999,"Plantago lanceolata",35,"EPF","UCSC"
"76","2x clip","LL",1,1999,"Plantago lanceolata",2,"EPF","UCSC"
"77","2x clip","LL",2,1999,"Plantago lanceolata",39,"EPF","UCSC"
"78","2x clip","LL",3,1999,"Plantago lanceolata",39,"EPF","UCSC"
"79","2x clip","RE",1,1999,"Plantago lanceolata",32,"EPF","UCSC"
"80","2x clip","RE",2,1999,"Plantago lanceolata",47,"EPF","UCSC"
"81","2x clip","RE",3,1999,"Plantago lanceolata",43,"EPF","UCSC"
"82","2x clip","SD",1,1999,"Plantago lanceolata",34,"EPF","UCSC"
"83","2x clip","SD",2,1999,"Plantago lanceolata",13,"EPF","UCSC"
"84","2x clip","SD",3,1999,"Plantago lanceolata",46,"EPF","UCSC"
"85","3x clip","LL",1,1999,"Plantago lanceolata",35,"EPF","UCSC"
"86","3x clip","LL",2,1999,"Plantago lanceolata",55,"EPF","UCSC"
"87","3x clip","LL",3,1999,"Plantago lanceolata",17,"EPF","UCSC"
"88","3x clip","RE",1,1999,"Plantago lanceolata",1,"EPF","UCSC"
"89","3x clip","RE",2,1999,"Plantago lanceolata",89,"EPF","UCSC"
"90","3x clip","RE",3,1999,"Plantago lanceolata",37,"EPF","UCSC"
"91","3x clip","SD",1,1999,"Plantago lanceolata",24,"EPF","UCSC"
"92","3x clip","SD",2,1999,"Plantago lanceolata",17,"EPF","UCSC"
"93","3x clip","SD",3,1999,"Plantago lanceolata",53,"EPF","UCSC"
"94","Control","no",1,1999,"Plantago lanceolata",36,"EPF","UCSC"
"95","Control","no",2,1999,"Plantago lanceolata",42,"EPF","UCSC"
"96","Control","no",3,1999,"Plantago lanceolata",16,"EPF","UCSC"
"97","Grazed","no",1,1999,"Plantago lanceolata",45,"EPF","UCSC"
"98","Grazed","no",3,1999,"Plantago lanceolata",10,"EPF","UCSC"
"99","Grazed","no",2,1999,"Plantago lanceolata",42,"EPF","UCSC"
"100","1x clip","LL",3,1999,"Rumex acetosella",2,"EPF","UCSC"
"101","1x clip","RE",1,1999,"Rumex acetosella",2,"EPF","UCSC"
"102","1x clip","RE",2,1999,"Rumex acetosella",5,"EPF","UCSC"
"103","1x clip","RE",3,1999,"Rumex acetosella",6,"EPF","UCSC"
"104","1x clip","SD",1,1999,"Rumex acetosella",1,"EPF","UCSC"
"105","1x clip","SD",3,1999,"Rumex acetosella",5,"EPF","UCSC"
"106","2x clip","LL",2,1999,"Rumex acetosella",4,"EPF","UCSC"
"107","2x clip","LL",3,1999,"Rumex acetosella",4,"EPF","UCSC"
"108","2x clip","RE",1,1999,"Rumex acetosella",21,"EPF","UCSC"
"109","2x clip","RE",3,1999,"Rumex acetosella",15,"EPF","UCSC"
"110","3x clip","LL",1,1999,"Rumex acetosella",7,"EPF","UCSC"
"111","3x clip","LL",2,1999,"Rumex acetosella",4,"EPF","UCSC"
"112","3x clip","RE",2,1999,"Rumex acetosella",1,"EPF","UCSC"
"113","3x clip","RE",3,1999,"Rumex acetosella",3,"EPF","UCSC"
"114","3x clip","SD",1,1999,"Rumex acetosella",10,"EPF","UCSC"
"115","Control","no",1,1999,"Rumex acetosella",2,"EPF","UCSC"
"116","Control","no",2,1999,"Rumex acetosella",1,"EPF","UCSC"
"117","Grazed","no",1,1999,"Rumex acetosella",7,"EPF","UCSC"
"118","Grazed","no",3,1999,"Rumex acetosella",1,"EPF","UCSC"
"119","1x clip","RE",1,1999,"Epilobium brachycarpum",1,"NAF","UCSC"
"120","1x clip","LL",2,1999,"Eschscholzia californica",13,"NPF","UCSC"
"121","1x clip","LL",3,1999,"Eschscholzia californica",14,"NPF","UCSC"
"122","1x clip","SD",2,1999,"Eschscholzia californica",8,"NPF","UCSC"
"123","2x clip","LL",2,1999,"Eschscholzia californica",17,"NPF","UCSC"
"124","2x clip","LL",3,1999,"Eschscholzia californica",26,"NPF","UCSC"
"125","2x clip","RE",2,1999,"Eschscholzia californica",10,"NPF","UCSC"
"126","2x clip","RE",3,1999,"Eschscholzia californica",36,"NPF","UCSC"
"127","2x clip","SD",2,1999,"Eschscholzia californica",13,"NPF","UCSC"
"128","2x clip","SD",3,1999,"Eschscholzia californica",10,"NPF","UCSC"
"129","3x clip","LL",3,1999,"Eschscholzia californica",19,"NPF","UCSC"
"130","3x clip","SD",1,1999,"Eschscholzia californica",7,"NPF","UCSC"
"131","3x clip","SD",2,1999,"Eschscholzia californica",10,"NPF","UCSC"
"132","3x clip","SD",3,1999,"Eschscholzia californica",6,"NPF","UCSC"
"133","Control","no",1,1999,"Eschscholzia californica",22,"NPF","UCSC"
"134","Control","no",2,1999,"Eschscholzia californica",30,"NPF","UCSC"
"135","Control","no",3,1999,"Eschscholzia californica",32,"NPF","UCSC"
"136","Grazed","no",3,1999,"Eschscholzia californica",1,"NPF","UCSC"
"137","Grazed","no",2,1999,"Eschscholzia californica",1,"NPF","UCSC"
"138","1x clip","LL",1,1999,"Bromus hordeaceus",16,"EAG","UCSC"
"139","1x clip","RE",1,1999,"Bromus hordeaceus",10,"EAG","UCSC"
"140","1x clip","RE",2,1999,"Bromus hordeaceus",33,"EAG","UCSC"
"141","1x clip","SD",1,1999,"Bromus hordeaceus",18,"EAG","UCSC"
"142","1x clip","SD",2,1999,"Bromus hordeaceus",25,"EAG","UCSC"
"143","1x clip","SD",3,1999,"Bromus hordeaceus",30,"EAG","UCSC"
"144","2x clip","LL",1,1999,"Bromus hordeaceus",53,"EAG","UCSC"
"145","2x clip","LL",3,1999,"Bromus hordeaceus",33,"EAG","UCSC"
"146","2x clip","RE",1,1999,"Bromus hordeaceus",52,"EAG","UCSC"
"147","2x clip","RE",2,1999,"Bromus hordeaceus",21,"EAG","UCSC"
"148","2x clip","RE",3,1999,"Bromus hordeaceus",25,"EAG","UCSC"
"149","2x clip","SD",1,1999,"Bromus hordeaceus",26,"EAG","UCSC"
"150","2x clip","SD",2,1999,"Bromus hordeaceus",41,"EAG","UCSC"
"151","2x clip","SD",3,1999,"Bromus hordeaceus",24,"EAG","UCSC"
"152","3x clip","LL",2,1999,"Bromus hordeaceus",22,"EAG","UCSC"
"153","3x clip","LL",3,1999,"Bromus hordeaceus",31,"EAG","UCSC"
"154","3x clip","RE",1,1999,"Bromus hordeaceus",43,"EAG","UCSC"
"155","3x clip","RE",2,1999,"Bromus hordeaceus",15,"EAG","UCSC"
"156","3x clip","RE",3,1999,"Bromus hordeaceus",23,"EAG","UCSC"
"157","3x clip","SD",1,1999,"Bromus hordeaceus",30,"EAG","UCSC"
"158","3x clip","SD",2,1999,"Bromus hordeaceus",16,"EAG","UCSC"
"159","3x clip","SD",3,1999,"Bromus hordeaceus",17,"EAG","UCSC"
"160","Control","no",1,1999,"Bromus hordeaceus",25,"EAG","UCSC"
"161","Control","no",3,1999,"Bromus hordeaceus",41,"EAG","UCSC"
"162","1x clip","LL",2,1999,"Bromus sp",35,"EAG","UCSC"
"163","1x clip","LL",3,1999,"Bromus sp",19,"EAG","UCSC"
"164","1x clip","RE",3,1999,"Bromus sp",18,"EAG","UCSC"
"165","2x clip","LL",2,1999,"Bromus sp",21,"EAG","UCSC"
"166","3x clip","LL",1,1999,"Bromus sp",6,"EAG","UCSC"
"167","Control","no",2,1999,"Bromus sp",24,"EAG","UCSC"
"168","Grazed","no",1,1999,"Bromus sp",19,"EAG","UCSC"
"169","Grazed","no",3,1999,"Bromus sp",43,"EAG","UCSC"
"170","Grazed","no",2,1999,"Bromus sp",10,"EAG","UCSC"
"171","1x clip","LL",1,1999,"Festuca perennis",3,"EAG","UCSC"
"172","1x clip","LL",2,1999,"Festuca perennis",10,"EAG","UCSC"
"173","1x clip","LL",3,1999,"Festuca perennis",18,"EAG","UCSC"
"174","1x clip","RE",1,1999,"Festuca perennis",8,"EAG","UCSC"
"175","1x clip","RE",2,1999,"Festuca perennis",7,"EAG","UCSC"
"176","1x clip","RE",3,1999,"Festuca perennis",7,"EAG","UCSC"
"177","1x clip","SD",2,1999,"Festuca perennis",9,"EAG","UCSC"
"178","1x clip","SD",3,1999,"Festuca perennis",3,"EAG","UCSC"
"179","2x clip","LL",1,1999,"Festuca perennis",2,"EAG","UCSC"
"180","2x clip","LL",2,1999,"Festuca perennis",5,"EAG","UCSC"
"181","2x clip","LL",3,1999,"Festuca perennis",16,"EAG","UCSC"
"182","2x clip","RE",1,1999,"Festuca perennis",2,"EAG","UCSC"
"183","2x clip","RE",2,1999,"Festuca perennis",3,"EAG","UCSC"
"184","2x clip","RE",3,1999,"Festuca perennis",18,"EAG","UCSC"
"185","2x clip","SD",1,1999,"Festuca perennis",7,"EAG","UCSC"
"186","2x clip","SD",2,1999,"Festuca perennis",1,"EAG","UCSC"
"187","3x clip","LL",1,1999,"Festuca perennis",5,"EAG","UCSC"
"188","3x clip","LL",2,1999,"Festuca perennis",5,"EAG","UCSC"
"189","3x clip","LL",3,1999,"Festuca perennis",2,"EAG","UCSC"
"190","3x clip","RE",1,1999,"Festuca perennis",8,"EAG","UCSC"
"191","3x clip","RE",2,1999,"Festuca perennis",2,"EAG","UCSC"
"192","3x clip","RE",3,1999,"Festuca perennis",7,"EAG","UCSC"
"193","3x clip","SD",1,1999,"Festuca perennis",8,"EAG","UCSC"
"194","3x clip","SD",2,1999,"Festuca perennis",9,"EAG","UCSC"
"195","3x clip","SD",3,1999,"Festuca perennis",5,"EAG","UCSC"
"196","Control","no",1,1999,"Festuca perennis",2,"EAG","UCSC"
"197","Control","no",2,1999,"Festuca perennis",3,"EAG","UCSC"
"198","Control","no",3,1999,"Festuca perennis",35,"EAG","UCSC"
"199","Grazed","no",1,1999,"Festuca perennis",12,"EAG","UCSC"
"200","Grazed","no",3,1999,"Festuca perennis",17,"EAG","UCSC"
"201","Grazed","no",2,1999,"Festuca perennis",2,"EAG","UCSC"
"202","1x clip","LL",1,1999,"Vulpia myuros",48,"EAG","UCSC"
"203","1x clip","LL",2,1999,"Vulpia myuros",57,"EAG","UCSC"
"204","1x clip","LL",3,1999,"Vulpia myuros",56,"EAG","UCSC"
"205","1x clip","RE",1,1999,"Vulpia myuros",53,"EAG","UCSC"
"206","1x clip","RE",2,1999,"Vulpia myuros",68,"EAG","UCSC"
"207","1x clip","RE",3,1999,"Vulpia myuros",36,"EAG","UCSC"
"208","1x clip","SD",1,1999,"Vulpia myuros",62,"EAG","UCSC"
"209","1x clip","SD",2,1999,"Vulpia myuros",52,"EAG","UCSC"
"210","1x clip","SD",3,1999,"Vulpia myuros",51,"EAG","UCSC"
"211","2x clip","LL",1,1999,"Vulpia myuros",92,"EAG","UCSC"
"212","2x clip","LL",2,1999,"Vulpia myuros",47,"EAG","UCSC"
"213","2x clip","LL",3,1999,"Vulpia myuros",86,"EAG","UCSC"
"214","2x clip","RE",1,1999,"Vulpia myuros",72,"EAG","UCSC"
"215","2x clip","RE",2,1999,"Vulpia myuros",43,"EAG","UCSC"
"216","2x clip","RE",3,1999,"Vulpia myuros",91,"EAG","UCSC"
"217","2x clip","SD",1,1999,"Vulpia myuros",43,"EAG","UCSC"
"218","2x clip","SD",2,1999,"Vulpia myuros",50,"EAG","UCSC"
"219","2x clip","SD",3,1999,"Vulpia myuros",50,"EAG","UCSC"
"220","3x clip","LL",1,1999,"Vulpia myuros",59,"EAG","UCSC"
"221","3x clip","LL",2,1999,"Vulpia myuros",35,"EAG","UCSC"
"222","3x clip","LL",3,1999,"Vulpia myuros",48,"EAG","UCSC"
"223","3x clip","RE",1,1999,"Vulpia myuros",73,"EAG","UCSC"
"224","3x clip","RE",2,1999,"Vulpia myuros",78,"EAG","UCSC"
"225","3x clip","RE",3,1999,"Vulpia myuros",91,"EAG","UCSC"
"226","3x clip","SD",1,1999,"Vulpia myuros",84,"EAG","UCSC"
"227","3x clip","SD",2,1999,"Vulpia myuros",51,"EAG","UCSC"
"228","3x clip","SD",3,1999,"Vulpia myuros",33,"EAG","UCSC"
"229","Control","no",1,1999,"Vulpia myuros",50,"EAG","UCSC"
"230","Control","no",2,1999,"Vulpia myuros",55,"EAG","UCSC"
"231","Control","no",3,1999,"Vulpia myuros",72,"EAG","UCSC"
"232","Grazed","no",1,1999,"Vulpia myuros",42,"EAG","UCSC"
"233","Grazed","no",3,1999,"Vulpia myuros",43,"EAG","UCSC"
"234","Grazed","no",2,1999,"Vulpia myuros",47,"EAG","UCSC"
"235","3x clip","SD",2,1999,"Bromus carinatus",12,"NPG","UCSC"
"236","1x clip","RE",1,1999,"Stipa pulchra",5,"NPG","UCSC"
"237","2x clip","SD",1,1999,"Stipa pulchra",5,"NPG","UCSC"
"238","1x clip","LL",1,1999,"Bare ground",5,"Bare","UCSC"
"239","1x clip","RE",1,1999,"Bare ground",3,"Bare","UCSC"
"240","1x clip","RE",2,1999,"Bare ground",1,"Bare","UCSC"
"241","1x clip","SD",1,1999,"Bare ground",4,"Bare","UCSC"
"242","1x clip","SD",2,1999,"Bare ground",5,"Bare","UCSC"
"243","1x clip","SD",3,1999,"Bare ground",2,"Bare","UCSC"
"244","2x clip","SD",1,1999,"Bare ground",4,"Bare","UCSC"
"245","2x clip","SD",2,1999,"Bare ground",1,"Bare","UCSC"
"246","2x clip","SD",3,1999,"Bare ground",3,"Bare","UCSC"
"247","3x clip","LL",2,1999,"Bare ground",6,"Bare","UCSC"
"248","3x clip","LL",3,1999,"Bare ground",4,"Bare","UCSC"
"249","3x clip","SD",3,1999,"Bare ground",5,"Bare","UCSC"
"250","Control","no",1,1999,"Bare ground",2,"Bare","UCSC"
"251","1x clip","LL",1,2000,"Bare ground",7,"Bare","UCSC"
"252","1x clip","LL",1,2000,"Bromus diandrus",7,"EAG","UCSC"
"253","1x clip","LL",1,2000,"Erodium botrys",14,"EAF","UCSC"
"254","1x clip","LL",1,2000,"Erodium moschatum",5,"EAF","UCSC"
"255","1x clip","LL",1,2000,"Geranium dissectum",1,"EAF","UCSC"
"256","1x clip","LL",1,2000,"Hypochaeris radicata",1,"EPF","UCSC"
"257","1x clip","LL",1,2000,"Plantago lanceolata",56,"EPF","UCSC"
"258","1x clip","LL",1,2000,"Thatch",11,"Thatch","UCSC"
"259","1x clip","LL",1,2000,"Vulpia myuros",1,"EAG","UCSC"
"260","1x clip","LL",2,2000,"Lysimachia arvensis",7,"EAF","UCSC"
"261","1x clip","LL",2,2000,"Bromus hordeaceus",43,"EAG","UCSC"
"262","1x clip","LL",2,2000,"Erodium botrys",24,"EAF","UCSC"
"263","1x clip","LL",2,2000,"Erodium moschatum",2,"EAF","UCSC"
"264","1x clip","LL",2,2000,"Eschscholzia californica",29,"NPF","UCSC"
"265","1x clip","LL",2,2000,"Geranium dissectum",2,"EAF","UCSC"
"266","1x clip","LL",2,2000,"Festuca perennis",29,"EAG","UCSC"
"267","1x clip","LL",2,2000,"Plantago lanceolata",12,"EPF","UCSC"
"268","1x clip","LL",2,2000,"Rumex acetosella",1,"EPF","UCSC"
"269","1x clip","LL",2,2000,"Thatch",2,"Thatch","UCSC"
"270","1x clip","LL",2,2000,"Vulpia myuros",8,"EAG","UCSC"
"271","1x clip","LL",3,2000,"Lysimachia arvensis",1,"EAF","UCSC"
"272","1x clip","LL",3,2000,"Bromus hordeaceus",77,"EAG","UCSC"
"273","1x clip","LL",3,2000,"Erodium botrys",18,"EAF","UCSC"
"274","1x clip","LL",3,2000,"Eschscholzia californica",15,"NPF","UCSC"
"275","1x clip","LL",3,2000,"Geranium dissectum",1,"EAF","UCSC"
"276","1x clip","LL",3,2000,"Festuca perennis",9,"EAG","UCSC"
"277","1x clip","LL",3,2000,"Plantago lanceolata",10,"EPF","UCSC"
"278","1x clip","LL",3,2000,"Vulpia myuros",7,"EAG","UCSC"
"279","1x clip","RE",1,2000,"Lysimachia arvensis",3,"EAF","UCSC"
"280","1x clip","RE",1,2000,"Bare ground",2,"Bare","UCSC"
"281","1x clip","RE",1,2000,"Bromus diandrus",4,"EAG","UCSC"
"282","1x clip","RE",1,2000,"Bromus hordeaceus",2,"EAG","UCSC"
"283","1x clip","RE",1,2000,"Erodium botrys",18,"EAF","UCSC"
"284","1x clip","RE",1,2000,"Erodium moschatum",12,"EAF","UCSC"
"285","1x clip","RE",1,2000,"Festuca perennis",2,"EAG","UCSC"
"286","1x clip","RE",1,2000,"Plantago lanceolata",52,"EPF","UCSC"
"287","1x clip","RE",1,2000,"Rumex acetosella",5,"EPF","UCSC"
"288","1x clip","RE",1,2000,"Thatch",2,"Thatch","UCSC"
"289","1x clip","RE",1,2000,"Trifolium subterraneum",6,"EAF","UCSC"
"290","1x clip","RE",1,2000,"Vulpia myuros",7,"EAG","UCSC"
"291","1x clip","RE",2,2000,"Lysimachia arvensis",10,"EAF","UCSC"
"292","1x clip","RE",2,2000,"Bromus diandrus",1,"EAG","UCSC"
"293","1x clip","RE",2,2000,"Bromus hordeaceus",44,"EAG","UCSC"
"294","1x clip","RE",2,2000,"Erodium botrys",38,"EAF","UCSC"
"295","1x clip","RE",2,2000,"Erodium moschatum",5,"EAF","UCSC"
"296","1x clip","RE",2,2000,"Geranium dissectum",3,"EAF","UCSC"
"297","1x clip","RE",2,2000,"Hypochaeris radicata",1,"EPF","UCSC"
"298","1x clip","RE",2,2000,"Festuca perennis",1,"EAG","UCSC"
"299","1x clip","RE",2,2000,"Plantago lanceolata",18,"EPF","UCSC"
"300","1x clip","RE",2,2000,"Rumex acetosella",5,"EPF","UCSC"
"301","1x clip","RE",2,2000,"Thatch",4,"Thatch","UCSC"
"302","1x clip","RE",2,2000,"Vulpia myuros",1,"EAG","UCSC"
"303","1x clip","RE",3,2000,"Lysimachia arvensis",8,"EAF","UCSC"
"304","1x clip","RE",3,2000,"Bare ground",3,"Bare","UCSC"
"305","1x clip","RE",3,2000,"Bromus hordeaceus",29,"EAG","UCSC"
"306","1x clip","RE",3,2000,"Erodium botrys",9,"EAF","UCSC"
"307","1x clip","RE",3,2000,"Erodium moschatum",10,"EAF","UCSC"
"308","1x clip","RE",3,2000,"Geranium dissectum",1,"EAF","UCSC"
"309","1x clip","RE",3,2000,"Plantago lanceolata",47,"EPF","UCSC"
"310","1x clip","RE",3,2000,"Rumex acetosella",5,"EPF","UCSC"
"311","1x clip","RE",3,2000,"Thatch",1,"Thatch","UCSC"
"312","1x clip","RE",3,2000,"Trifolium dubium",1,"EAF","UCSC"
"313","1x clip","RE",3,2000,"Vulpia myuros",14,"EAG","UCSC"
"314","1x clip","SD",1,2000,"Lysimachia arvensis",4,"EAF","UCSC"
"315","1x clip","SD",1,2000,"Bare ground",4,"Bare","UCSC"
"316","1x clip","SD",1,2000,"Bromus diandrus",1,"EAG","UCSC"
"317","1x clip","SD",1,2000,"Bromus hordeaceus",36,"EAG","UCSC"
"318","1x clip","SD",1,2000,"Erodium botrys",26,"EAF","UCSC"
"319","1x clip","SD",1,2000,"Erodium cicutarium",1,"EAF","UCSC"
"320","1x clip","SD",1,2000,"Erodium moschatum",5,"EAF","UCSC"
"321","1x clip","SD",1,2000,"Eschscholzia californica",4,"NPF","UCSC"
"322","1x clip","SD",1,2000,"Festuca perennis",6,"EAG","UCSC"
"323","1x clip","SD",1,2000,"Plantago lanceolata",14,"EPF","UCSC"
"324","1x clip","SD",1,2000,"Vulpia myuros",27,"EAG","UCSC"
"325","1x clip","SD",2,2000,"Lysimachia arvensis",5,"EAF","UCSC"
"326","1x clip","SD",2,2000,"Bare ground",1,"Bare","UCSC"
"327","1x clip","SD",2,2000,"Bromus hordeaceus",14,"EAG","UCSC"
"328","1x clip","SD",2,2000,"Erodium botrys",27,"EAF","UCSC"
"329","1x clip","SD",2,2000,"Erodium cicutarium",4,"EAF","UCSC"
"330","1x clip","SD",2,2000,"Erodium moschatum",4,"EAF","UCSC"
"331","1x clip","SD",2,2000,"Geranium dissectum",1,"EAF","UCSC"
"332","1x clip","SD",2,2000,"Hypochaeris radicata",1,"EPF","UCSC"
"333","1x clip","SD",2,2000,"Plantago lanceolata",47,"EPF","UCSC"
"334","1x clip","SD",2,2000,"Thatch",5,"Thatch","UCSC"
"335","1x clip","SD",2,2000,"Vulpia myuros",4,"EAG","UCSC"
"336","1x clip","SD",3,2000,"Lysimachia arvensis",21,"EAF","UCSC"
"337","1x clip","SD",3,2000,"Bromus diandrus",8,"EAG","UCSC"
"338","1x clip","SD",3,2000,"Bromus hordeaceus",11,"EAG","UCSC"
"339","1x clip","SD",3,2000,"Erodium botrys",32,"EAF","UCSC"
"340","1x clip","SD",3,2000,"Erodium moschatum",12,"EAF","UCSC"
"341","1x clip","SD",3,2000,"Geranium dissectum",7,"EAF","UCSC"
"342","1x clip","SD",3,2000,"Hypochaeris radicata",1,"EPF","UCSC"
"343","1x clip","SD",3,2000,"Festuca perennis",4,"EAG","UCSC"
"344","1x clip","SD",3,2000,"Plantago lanceolata",53,"EPF","UCSC"
"345","1x clip","SD",3,2000,"Rumex acetosella",5,"EPF","UCSC"
"346","1x clip","SD",3,2000,"Thatch",1,"Thatch","UCSC"
"347","1x clip","SD",3,2000,"Trifolium angustifolium",6,"EAF","UCSC"
"348","1x clip","SD",3,2000,"Trifolium dubium",2,"EAF","UCSC"
"349","1x clip","SD",3,2000,"Vulpia myuros",24,"EAG","UCSC"
"350","2x clip","LL",1,2000,"Lysimachia arvensis",5,"EAF","UCSC"
"351","2x clip","LL",1,2000,"Bromus diandrus",7,"EAG","UCSC"
"352","2x clip","LL",1,2000,"Bromus hordeaceus",22,"EAG","UCSC"
"353","2x clip","LL",1,2000,"Erodium botrys",90,"EAF","UCSC"
"354","2x clip","LL",1,2000,"Erodium cicutarium",1,"EAF","UCSC"
"355","2x clip","LL",1,2000,"Erodium moschatum",2,"EAF","UCSC"
"356","2x clip","LL",1,2000,"Festuca perennis",3,"EAG","UCSC"
"357","2x clip","LL",1,2000,"Plantago lanceolata",5,"EPF","UCSC"
"358","2x clip","LL",1,2000,"Thatch",1,"Thatch","UCSC"
"359","2x clip","LL",1,2000,"Vulpia myuros",5,"EAG","UCSC"
"360","2x clip","LL",2,2000,"Lysimachia arvensis",5,"EAF","UCSC"
